id,label,value,source,leaning
1443,tweetpetite.blogspot.com,1,Blogarama,conservative
1444,twentyfirstcenturyrepublican.blogspot.com,1,BlogCatalog,conservative
1445,txfx.net,1,BlogCatalog,conservative
1446,unconventionalwisdom.typepad.com,1,CampaignLine,conservative
1447,undercaffeinated.com,1,Blogarama,conservative
1448,underscorebleach.net/content/jotsheet,1,BlogCatalog,conservative
1449,unfetteredmusings.blogspot.com,1,Blogarama,conservative
1450,unusualhabits.blogspot.com,1,Blogarama,conservative
1451,usdlaw.blogspot.com,1,Blogarama,conservative
1452,vandyconservative.blogspot.com,1,Blogarama,conservative
1453,vapolitics.info,1,Blogarama,conservative
1454,variousorthodoxies.com,1,Blogarama,conservative
1455,victorhanson.com,1,LabeledManually,conservative
1456,viewfromaheight.blogspot.com,1,Blogarama,conservative
1457,viewfromtonka.blogspot.com,1,Blogarama,conservative
1458,viewpointjournal.com,1,Blogarama,conservative
1459,vikingpundit.blogspot.com,1,LabeledManually,conservative
1460,virginiapolitics.blogspot.com,1,Blogarama,conservative
1461,vodkapundit.com,1,eTalkingHead,conservative
1462,voiceofthewebb.blogspot.com,1,"Blogarama,eTalkingHead",conservative
1463,volokh.com,1,LabeledManually,conservative
1464,vondollens.us,1,BlogCatalog,conservative
1465,vote4georgew.blogspot.com,1,Blogarama,conservative
1466,wanderingmind.blog-city.com,1,Blogarama,conservative
1467,warriorscreed.000k3.com,1,"Blogarama,BlogCatalog",conservative
1468,watchandwait.blogspot.com,1,BlogCatalog,conservative
1469,watdanook.blogspot.com,1,Blogarama,conservative
1470,web.utk.edu/~agroves,1,Blogarama,conservative
1471,wehavesomeplanes.blogspot.com,1,BlogCatalog,conservative
1472,whatsakyer.blogspot.com,1,eTalkingHead,conservative
1473,wholewheatblogger.com,1,BlogCatalog,conservative
1474,wildweasel.blog-city.com,1,Blogarama,conservative
1475,williamwebbdotorg.blogspot.com,1,eTalkingHead,conservative
1476,winceandnod.blogspot.com,1,eTalkingHead,conservative
1477,windingroad.typepad.com,1,LeftyDirectory,conservative
1478,windsofchange.net,1,LabeledManually,conservative
1479,wizbangblog.com,1,BlogPulse,conservative
1480,wrighthot.com,1,Blogarama,conservative
1481,writehouse.us,1,BlogCatalog,conservative
1482,writingcompany.blogs.com/this_isnt_writing_its_typ,1,Blogarama,conservative
1483,xanga.com/eugene3,1,BlogCatalog,conservative
1484,xanga.com/lockjawtheogre,1,Blogarama,conservative
1485,xtremerightwing.net,1,Blogarama,conservative
1486,youngconservative.blogspot.com,1,Blogarama,conservative
1487,zebrax.blogs.com,1,BlogCatalog,conservative
1488,zeke01.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1489,zeke01.typepad.com,1,Blogarama,conservative
1490,zeph1z.tripod.com/blog,1,Blogarama,conservative
