id,Recency,Frequency,Monetary
4567,99,8,863
4568,498,8,958
4569,18,10,848
4570,740,1,140
4571,160,5,290
4572,61,10,1235
4573,199,9,932
4574,123,12,1201
4575,397,5,520
4576,70,15,1736
4577,176,11,929
4578,174,9,878
4579,488,4,358
4580,89,7,516
4581,38,13,1281
4582,189,12,989
4583,71,13,1099
4584,235,6,480
4585,263,7,725
4586,223,4,370
4587,153,8,973
4588,63,11,956
4589,72,6,238
4590,81,15,1572
4591,165,17,2006
4592,86,14,1653
4593,210,10,1005
4594,199,7,846
4595,14,9,1212
4596,35,10,874
4597,568,8,727
4598,29,8,940
4599,500,7,527
4600,316,9,788
4601,317,16,1496
4602,208,6,532
4603,352,10,769
4604,154,13,1468
4605,246,10,913
4606,60,9,1054
4607,234,11,1298
4608,365,11,1384
4609,121,13,945
4610,99,7,925
4611,226,9,913
4612,245,7,250
4613,126,9,1081
4614,133,13,1572
4615,100,9,667
4616,16,13,807
4617,163,14,1241
4618,547,11,847
4619,519,5,456
4620,64,8,667
4621,25,18,1802
4622,152,5,476
4623,115,17,1902
4624,101,9,554
4625,477,7,671
4626,120,10,790
4627,38,9,682
4628,225,11,1413
4629,342,8,366
4630,11,9,615
4631,17,5,533
4632,132,17,1847
4633,83,10,895
4634,463,12,874
4635,78,11,1017
4636,139,5,517
4637,174,11,1283
4638,418,11,1222
4639,201,12,817
4640,233,10,961
4641,208,13,1367
4642,93,5,482
4643,98,17,1128
4644,579,6,637
4645,350,12,1075
4646,290,10,952
4647,61,7,821
4648,170,9,750
4649,149,10,823
4650,141,11,1149
4651,460,6,507
4652,24,9,665
4653,241,8,693
4654,44,10,776
4655,249,10,925
4656,80,17,1401
4657,92,15,1336
4658,106,12,1053
4659,47,12,994
4660,153,18,1411
4661,110,8,773
4662,117,13,1155
4663,455,6,545
4664,191,13,957
4665,34,11,964
4666,26,14,898
4667,168,6,441
4668,77,11,1082
4669,188,10,796
4670,158,7,465
4671,201,15,1484
4672,479,2,202
4673,110,8,719
4674,79,5,636
4675,253,8,1019
4676,118,9,632
4677,135,9,836
4678,163,8,618
4679,191,8,597
4680,224,9,856
4681,405,13,1152
4682,272,8,496
4683,180,6,566
4684,179,12,1329
4685,70,18,1587
4686,63,11,958
4687,69,10,1217
4688,174,4,332
4689,162,6,688
4690,101,10,972
4691,158,10,832
4692,234,9,655
4693,13,8,760
4694,250,8,649
4695,23,5,406
4696,142,10,1012
4697,79,13,1086
4698,81,7,687
4699,99,12,1322
4700,104,8,481
4701,477,8,841
4702,152,16,1396
4703,159,12,1375
4704,193,13,1558
4705,52,11,1063
4706,115,9,1023
4707,127,7,617
4708,208,7,959
4709,140,7,834
4710,102,6,545
4711,228,8,660
4712,562,6,432
4713,83,7,628
4714,217,6,929
4715,134,12,1466
4716,187,13,1141
4717,67,19,1749
4718,486,8,659
4719,206,7,896
4720,160,11,1263
4721,330,9,1047
4722,159,8,757
4723,175,12,1363
4724,106,12,746
4725,95,15,1150
4726,76,15,1514
4727,118,10,809
4728,196,7,540
4729,140,14,1520
4730,34,15,1324
4731,396,5,445
4732,215,9,1020
4733,20,14,1183
4734,203,5,311
4735,78,10,1146
4736,62,11,998
4737,317,11,947
4738,146,9,857
4739,167,14,1157
4740,72,9,830
4741,158,5,502
4742,66,12,1303
4743,29,10,1023
4744,112,8,655
4745,106,14,1700
4746,227,5,574
4747,25,9,508
4748,104,10,958
4749,109,10,706
4750,89,4,482
4751,483,12,1210
4752,134,12,1542
4753,26,8,806
4754,143,9,859
4755,95,13,1206
4756,164,12,1342
4757,195,10,855
4758,182,8,626
4759,148,12,1182
4760,373,6,592
4761,178,5,346
4762,138,10,1208
4763,91,19,1654
4764,36,15,1776
4765,427,12,795
4766,237,13,1412
4767,434,6,602
4768,179,13,1441
4769,142,7,1063
4770,77,5,528
4771,79,10,1131
4772,28,11,1229
4773,164,7,553
4774,83,12,761
4775,133,8,694
4776,7,13,1148
4777,102,9,1014
4778,78,10,950
4779,132,13,1126
4780,122,9,941
4781,125,9,689
4782,651,6,475
4783,499,7,864
4784,35,9,673
4785,204,9,1046
4786,72,11,1246
4787,124,12,969
4788,51,13,1317
4789,52,4,235
4790,141,11,954
4791,46,11,1283
4792,505,5,580
4793,24,5,611
4794,100,7,1086
4795,317,10,1119
4796,151,10,580
4797,15,8,1010
4798,269,10,1165
4799,21,10,1072
4800,6,11,870
4801,189,11,1160
4802,238,11,770
4803,57,7,512
4804,85,9,809
4805,123,9,654
4806,489,11,1182
4807,367,6,565
4808,120,7,560
4809,267,6,417
4810,169,12,1056
4811,214,13,1636
4812,170,9,1026
4813,200,8,843
4814,5,11,1024
4815,525,8,1069
4816,345,5,411
4817,366,13,1113
4818,194,7,643
4819,221,6,542
4820,87,10,839
4821,38,13,1048
4822,20,9,1132
4823,244,9,1096
4824,29,10,989
4825,165,8,559
4826,311,9,876
4827,108,12,1131
4828,453,8,892
4829,107,11,1245
4830,302,5,535
4831,246,9,981
4832,59,6,560
4833,278,10,1057
4834,26,14,1611
4835,23,8,704
4836,113,8,763
4837,254,9,1060
4838,234,6,565
4839,145,13,1031
4840,64,9,896
4841,76,11,1228
4842,192,9,677
4843,225,10,710
4844,23,11,1063
4845,184,12,1144
4846,146,14,1887
4847,382,10,725
4848,154,13,897
4849,9,8,988
4850,399,8,807
4851,111,16,1424
4852,244,13,1398
4853,146,13,1359
4854,100,8,804
4855,83,11,1048
4856,8,15,1406
4857,489,9,526
4858,208,5,712
4859,11,10,982
4860,310,8,705
4861,167,12,1731
4862,83,10,854
4863,184,10,962
4864,112,9,935
4865,195,12,1540
4866,396,7,533
4867,4,10,1348
4868,191,8,734
4869,158,12,1164
4870,47,11,819
4871,525,5,435
4872,155,10,1199
4873,167,11,933
4874,265,9,774
4875,147,9,613
4876,210,7,657
4877,104,12,1087
4878,316,7,589
4879,164,10,725
4880,438,10,878
4881,253,7,507
4882,10,13,1581
4883,267,12,1133
4884,265,9,1004
4885,106,5,457
4886,116,8,668
4887,14,15,1531
4888,203,8,823
4889,47,11,1080
4890,24,11,1335
4891,4,7,444
4892,94,7,814
4893,15,11,858
4894,274,7,799
4895,66,13,1319
4896,470,5,527
4897,105,10,871
4898,164,6,798
4899,65,14,1047
4900,233,6,451
4901,165,9,873
4902,110,7,672
4903,108,10,974
4904,339,12,1210
4905,85,9,1243
4906,45,11,878
4907,121,6,610
4908,104,13,1094
4909,6,13,1604
4910,91,11,1072
4911,177,8,510
4912,455,10,859
4913,212,13,1087
4914,127,7,560
4915,218,8,634
4916,62,13,1174
4917,140,6,314
4918,155,12,1213
4919,124,10,991
4920,358,8,541
4921,99,13,675
4922,237,14,1275
4923,184,9,836
4924,235,8,849
4925,147,14,1074
4926,106,12,1039
4927,93,12,1076
4928,144,5,368
4929,34,9,663
4930,468,7,584
4931,86,9,815
4932,229,6,525
4933,33,11,866
4934,412,9,798
4935,52,8,724
4936,181,5,429
4937,522,10,916
4938,103,7,600
4939,89,10,1287
4940,115,12,1287
4941,125,12,742
4942,100,10,939
4943,36,11,1068
4944,17,7,593
4945,97,12,1052
4946,90,11,990
4947,93,10,943
4948,60,10,1311
4949,118,9,799
4950,73,8,969
4951,93,13,1449
4952,508,7,401
4953,14,16,1828
4954,20,10,1042
4955,100,14,1317
4956,84,9,893
4957,317,10,928
4958,35,14,903
4959,429,10,772
4960,139,11,1441
4961,92,9,745
4962,243,5,445
4963,187,7,781
4964,181,7,588
4965,17,15,1195
4966,64,11,977
4967,209,4,400
4968,166,12,1230
4969,318,8,918
4970,164,10,1197
4971,96,7,659
4972,176,14,1349
4973,329,13,1206
4974,17,16,1576
4975,439,8,722
4976,73,11,1237
4977,201,12,1111
4978,224,8,801
4979,328,9,775
4980,115,7,748
4981,57,11,1011
4982,142,9,656
4983,170,15,1578
4984,92,5,521
4985,59,14,1506
4986,123,15,1401
4987,152,13,1382
4988,99,7,410
4989,31,8,657
4990,94,10,1185
4991,45,13,1114
4992,43,11,1171
4993,423,4,395
4994,118,15,1432
4995,9,11,1187
4996,183,13,1293
4997,408,6,708
4998,396,11,933
4999,72,13,1574
5000,74,13,1471
5001,101,11,1215
5002,167,6,538
5003,132,13,1070
5004,126,6,676
5005,189,6,386
5006,135,7,481
5007,78,13,1179
5008,124,8,644
5009,106,9,1280
5010,435,8,642
5011,193,15,1601
5012,19,9,932
5013,220,9,771
5014,121,8,778
5015,269,15,1372
5016,370,6,529
5017,120,11,979
5018,18,7,606
5019,389,8,767
5020,240,7,653
5021,217,14,1241
5022,62,9,817
5023,133,3,414
5024,145,10,962
5025,59,10,927
5026,519,6,534
5027,196,10,955
5028,99,11,1076
5029,254,13,1457
5030,61,4,391
5031,276,7,715
5032,154,14,965
5033,387,8,972
5034,178,6,753
5035,176,8,720
5036,129,11,852
5037,397,9,1094
5038,242,11,1420
5039,43,8,707
5040,222,9,473
5041,110,11,976
5042,350,6,512
5043,86,8,937
5044,133,8,693
5045,241,7,493
5046,107,10,737
5047,131,9,673
5048,179,14,1470
5049,251,10,1328
5050,151,11,1165
5051,98,16,1785
5052,70,12,1220
5053,508,5,506
5054,292,7,865
5055,211,6,754
5056,230,8,929
5057,148,11,1026
5058,254,9,786
5059,85,9,951
5060,10,12,1273
5061,58,8,635
5062,144,18,1297
5063,35,8,795
5064,457,8,733
5065,126,7,802
5066,132,7,631
5067,143,14,1181
5068,100,10,815
5069,28,10,1199
5070,400,4,252
5071,428,4,218
5072,30,7,378
5073,400,9,819
5074,176,8,584
5075,384,8,799
5076,3,15,1203
5077,126,15,1303
5078,118,13,1493
5079,81,10,780
5080,105,16,1363
5081,395,8,555
5082,103,9,1092
5083,561,4,387
5084,252,5,344
5085,122,11,1312
5086,160,10,1012
5087,134,13,1556
5088,411,7,620
5089,310,8,670
5090,439,4,461
5091,114,8,1233
5092,69,10,883
5093,223,15,2043
5094,76,14,1172
5095,126,11,1125
5096,228,9,617
5097,125,11,1368
5098,82,17,1686
5099,328,10,1081
5100,301,6,421
5101,194,12,1065
5102,143,11,933
5103,61,6,583
5104,100,14,1711
5105,99,5,359
5106,356,7,607
5107,205,10,847
5108,492,7,660
5109,127,12,1046
5110,114,14,1280
5111,65,12,1113
5112,74,6,456
5113,177,11,1239
5114,210,9,869
5115,455,9,994
5116,148,8,862
5117,45,12,1295
5118,95,8,1011
5119,3,11,1086
5120,414,9,1063
5121,96,13,1279
5122,119,13,1247
5123,130,14,1336
5124,149,11,1190
5125,260,11,1492
5126,14,9,648
5127,296,6,462
5128,147,13,1542
5129,145,6,858
5130,124,7,627
5131,430,8,764
5132,31,7,638
5133,139,9,776
5134,118,10,867
5135,390,11,1085
5136,225,4,419
5137,117,14,992
5138,262,11,1043
5139,262,8,792
5140,403,10,993
5141,96,11,703
5142,372,10,961
5143,774,5,502
5144,222,6,569
5145,22,6,598
5146,64,6,540
5147,212,5,378
5148,133,7,697
5149,245,8,771
5150,150,12,894
5151,437,10,969
5152,181,13,1382
5153,506,7,758
5154,112,8,671
5155,163,13,1129
5156,230,8,696
5157,94,12,1062
5158,90,6,656
5159,35,18,1772
5160,126,13,1018
5161,45,14,1208
5162,456,12,1277
5163,396,10,540
5164,160,12,1122
5165,115,14,1510
5166,184,10,779
5167,40,11,1332
5168,290,13,1548
5169,218,7,934
5170,146,8,868
5171,103,16,1754
5172,144,10,1094
5173,83,9,1218
5174,277,9,634
5175,23,15,1334
5176,557,8,586
5177,171,12,1129
5178,51,12,1014
5179,97,11,1061
5180,229,13,1189
5181,10,12,1293
5182,206,10,882
5183,193,10,992
5184,17,10,974
5185,69,13,1500
5186,125,12,983
5187,447,8,629
5188,68,10,817
5189,282,7,510
5190,128,9,692
5191,27,9,852
5192,237,6,443
5193,201,10,834
5194,132,11,1091
5195,60,14,1464
5196,349,7,635
5197,104,14,976
5198,96,14,1050
5199,200,10,1035
5200,581,3,246
5201,85,6,448
5202,215,8,962
5203,237,7,904
5204,243,9,967
5205,97,10,965
5206,131,13,1225
5207,165,9,621
5208,58,13,1307
5209,299,13,1124
5210,193,9,997
5211,175,11,1152
5212,136,8,884
5213,5,8,1121
5214,137,10,1115
5215,88,8,708
5216,443,8,991
5217,20,13,1443
5218,211,8,767
5219,271,14,1169
5220,114,9,810
5221,228,10,1384
5222,110,12,951
5223,364,17,1514
5224,297,12,1469
5225,416,5,458
5226,174,8,1007
5227,135,8,773
5228,202,11,1044
5229,154,11,1031
5230,307,7,748
5231,128,8,786
5232,152,11,985
5233,6,9,851
5234,125,10,1014
5235,654,7,551
5236,191,9,700
5237,538,6,537
5238,45,7,692
5239,244,9,963
5240,169,5,438
5241,64,9,870
5242,238,12,1562
5243,79,12,1237
5244,535,7,432
5245,498,8,598
5246,432,7,743
5247,95,12,1129
5248,139,11,1088
5249,75,8,788
5250,233,12,1033
5251,75,4,240
5252,286,7,746
5253,126,7,468
5254,199,10,888
5255,127,13,1570
5256,391,12,1370
5257,40,13,1451
5258,56,10,616
5259,124,8,608
5260,61,9,1035
5261,435,7,458
5262,31,12,1120
5263,30,11,1071
5264,61,8,1100
5265,82,11,599
5266,190,9,697
5267,127,11,1142
5268,134,14,1391
5269,202,14,1309
5270,122,15,1616
5271,62,10,1289
5272,376,9,968
5273,193,13,1239
5274,236,11,889
5275,163,7,508
5276,186,10,962
5277,181,9,676
5278,72,9,1091
5279,130,13,1301
5280,154,14,1171
5281,193,13,1186
5282,173,8,373
5283,201,9,766
5284,112,10,862
5285,46,11,1159
5286,6,18,1444
5287,474,7,486
5288,117,16,1399
5289,232,7,1045
5290,446,9,1099
5291,23,12,1002
5292,237,9,632
5293,112,11,923
5294,84,19,1995
5295,188,7,735
5296,467,6,667
5297,264,11,1160
5298,67,6,694
5299,145,7,649
5300,83,7,692
5301,99,16,1385
5302,162,9,788
5303,184,8,788
5304,396,8,648
5305,44,8,1036
5306,306,6,331
5307,114,7,872
5308,40,13,1412
5309,172,4,395
5310,175,7,884
5311,90,12,1549
5312,184,11,899
5313,169,8,736
5314,165,10,783
5315,144,11,981
5316,246,3,327
5317,147,8,799
5318,106,9,1171
5319,285,9,687
5320,8,10,959
5321,85,13,1259
5322,568,7,538
5323,167,7,718
5324,69,14,1189
5325,69,7,766
5326,162,7,560
5327,946,1,11
5328,544,4,427
5329,343,8,520
5330,61,11,1166
5331,143,9,1022
5332,175,14,1381
5333,228,9,633
5334,97,13,810
5335,50,10,685
5336,11,15,1001
5337,117,8,678
5338,130,21,1774
5339,410,4,350
5340,432,8,766
5341,117,16,1705
5342,35,12,1175
5343,106,14,1461
5344,139,17,1513
5345,167,11,1130
5346,462,9,911
5347,26,13,1188
5348,5,14,1362
5349,223,7,468
5350,220,6,644
5351,159,9,904
5352,121,9,703
5353,319,14,1642
5354,199,9,888
5355,52,10,831
5356,451,7,652
5357,57,10,874
5358,362,6,822
5359,249,10,791
5360,93,13,1190
5361,184,9,724
5362,43,6,653
5363,419,11,1060
5364,319,7,718
5365,469,6,511
5366,103,7,605
5367,30,8,907
5368,206,11,1071
5369,72,9,700
5370,184,10,795
5371,239,8,824
5372,234,8,764
5373,419,10,1017
5374,27,8,900
5375,290,7,595
5376,153,9,805
5377,27,13,1291
5378,137,14,1154
5379,132,11,1202
5380,424,8,1045
5381,124,10,869
5382,30,8,627
5383,509,5,391
5384,149,10,813
5385,135,11,982
5386,226,10,811
5387,6,10,970
5388,28,8,1074
5389,388,7,850
5390,201,10,743
5391,86,11,840
5392,181,16,1346
5393,263,9,937
5394,18,9,816
5395,384,9,796
5396,136,9,965
5397,85,10,972
5398,134,6,707
5399,40,8,549
5400,434,10,434
5401,314,9,838
5402,399,11,913
5403,251,10,1018
5404,6,12,944
5405,73,16,1565
5406,173,14,1142
5407,102,9,825
5408,145,3,340
5409,217,9,921
5410,14,8,622
5411,89,7,882
5412,454,9,859
5413,209,10,1034
5414,378,9,1051
5415,84,11,762
5416,88,17,1162
5417,13,15,1386
5418,151,7,665
5419,239,6,583
5420,11,10,1029
5421,284,5,502
5422,134,7,673
5423,99,14,1539
5424,91,15,1086
5425,83,10,730
5426,55,9,717
5427,92,9,1260
5428,451,7,611
5429,189,17,1722
5430,480,9,1072
5431,501,8,643
5432,140,9,730
5433,421,11,1002
5434,386,10,1185
5435,115,9,703
5436,460,6,794
5437,20,8,549
5438,72,7,585
5439,61,10,956
5440,120,9,577
5441,216,8,844
5442,184,9,821
5443,187,9,1151
5444,135,10,966
5445,130,10,1047
5446,141,16,1902
5447,177,8,708
5448,414,9,863
5449,84,6,627
5450,34,13,992
5451,294,6,720
5452,65,15,1501
5453,173,8,927
5454,263,5,491
5455,232,7,727
5456,5,11,1239
5457,193,11,1072
5458,380,9,997
5459,268,8,868
5460,433,7,687
5461,288,11,916
5462,593,4,238
5463,443,4,551
5464,160,7,415
5465,71,4,409
5466,93,8,791
5467,79,12,1081
5468,102,15,1479
5469,55,11,1056
5470,492,6,585
5471,99,9,828
5472,75,8,709
5473,111,11,1075
5474,59,11,1303
5475,251,8,800
5476,371,8,748
5477,216,6,611
5478,81,8,644
5479,292,8,783
5480,473,8,828
5481,207,8,502
5482,63,10,1053
5483,520,8,766
5484,47,14,1309
5485,195,9,990
5486,38,11,1044
5487,138,18,1986
5488,219,7,638
5489,401,11,1160
5490,427,9,712
5491,293,10,1383
5492,155,13,1257
5493,555,6,650
5494,54,9,867
5495,176,10,926
5496,204,6,674
5497,115,8,817
5498,449,7,607
5499,52,13,1532
5500,178,10,849
5501,169,11,1007
5502,143,20,1804
5503,182,10,1022
5504,127,10,1290
5505,98,11,1441
5506,140,12,1120
5507,216,12,1524
5508,181,11,940
5509,69,16,1558
5510,451,7,576
5511,218,9,753
5512,115,16,1369
5513,87,15,1358
5514,37,12,929
5515,11,5,511
5516,215,10,618
5517,163,10,1230
5518,172,10,455
5519,132,10,1280
5520,286,12,1273
5521,160,8,558
5522,104,10,1325
5523,132,11,802
5524,390,10,1041
5525,128,10,1329
5526,10,10,903
5527,106,12,1524
5528,66,10,525
5529,68,9,885
5530,16,11,981
5531,80,9,754
5532,208,2,247
5533,118,16,2022
5534,199,11,1163
5535,182,10,1198
5536,85,6,499
5537,96,3,241
5538,122,12,917
5539,52,13,1280
5540,248,10,1228
5541,336,14,1466
5542,140,9,1290
5543,161,14,1524
5544,612,4,253
5545,71,9,930
5546,79,12,1004
5547,20,7,632
5548,33,8,917
5549,194,4,389
5550,24,9,783
5551,18,15,1368
5552,27,12,678
5553,228,10,1011
5554,106,11,1124
5555,61,10,1324
5556,38,7,544
5557,201,9,818
5558,16,11,841
5559,203,11,1277
5560,55,11,1438
5561,180,10,918
5562,49,12,1071
5563,4,12,1209
5564,272,8,793
5565,200,11,1027
5566,123,19,1541
5567,173,6,506
5568,120,9,658
5569,209,8,488
5570,520,9,942
5571,153,12,1154
5572,163,8,603
5573,343,12,1391
5574,402,11,1324
5575,443,8,727
5576,66,8,676
5577,32,16,1411
5578,195,10,849
5579,443,6,458
5580,60,7,533
5581,148,9,775
5582,532,8,618
5583,206,10,786
5584,120,5,262
5585,156,12,1272
5586,479,10,880
5587,105,11,1100
5588,104,12,991
5589,201,12,714
5590,41,7,773
5591,62,12,721
5592,245,6,769
5593,549,6,729
5594,164,10,1090
5595,161,5,492
5596,63,7,436
5597,281,5,299
5598,178,9,695
5599,372,12,1070
5600,460,12,1536
5601,159,13,1031
5602,276,8,941
5603,265,6,494
5604,305,12,1007
5605,55,19,2353
5606,36,17,1804
5607,44,6,680
5608,225,7,730
5609,38,12,1054
5610,176,9,1014
5611,49,9,744
5612,103,11,1222
5613,616,5,740
5614,14,11,714
5615,28,8,616
5616,112,13,1257
5617,13,8,773
5618,164,9,1084
5619,68,10,1067
5620,270,10,959
5621,382,10,1156
5622,159,12,921
5623,41,14,1636
5624,179,6,819
5625,40,14,1134
5626,9,6,397
5627,61,10,1087
5628,111,11,1136
5629,37,16,1751
5630,156,9,905
5631,50,11,1164
5632,151,8,737
5633,348,6,310
5634,119,8,830
5635,53,15,1468
5636,166,13,1333
5637,145,10,921
5638,512,9,810
5639,215,8,1012
5640,191,10,1013
5641,156,14,1066
5642,472,8,955
5643,266,9,944
5644,63,10,820
5645,266,8,852
5646,476,5,544
5647,112,13,1007
5648,31,14,1119
5649,121,11,1117
5650,164,15,1705
5651,400,10,1259
5652,406,5,553
5653,119,9,771
5654,121,9,781
5655,509,11,1140
5656,177,9,726
5657,230,15,1630
5658,466,4,497
5659,247,14,1108
5660,147,11,1124
5661,84,11,1143
5662,215,13,1145
5663,180,8,648
5664,327,10,1123
5665,163,12,1019
5666,189,9,776
5667,148,11,1118
5668,100,9,943
5669,476,6,930
5670,128,12,1071
5671,146,6,858
5672,96,11,1155
5673,102,8,917
5674,444,7,566
5675,202,8,678
5676,6,4,404
5677,139,7,716
5678,254,12,1379
5679,201,9,1070
5680,164,12,992
5681,54,10,998
5682,37,14,1393
5683,129,14,1211
5684,150,10,789
5685,78,12,1042
5686,28,10,972
5687,98,10,671
5688,42,9,1197
5689,375,12,1173
5690,305,14,1347
5691,51,12,881
5692,165,17,1381
5693,131,14,993
5694,243,14,1382
5695,184,8,680
5696,239,6,365
5697,80,13,1087
5698,49,11,1022
5699,92,11,1282
5700,39,15,1686
5701,30,10,959
5702,100,11,1113
5703,237,8,989
5704,47,14,1417
5705,212,9,846
5706,105,12,1455
5707,91,10,1123
5708,174,13,1280
5709,188,12,1396
5710,337,14,1299
5711,37,11,974
5712,299,8,634
5713,390,8,1089
5714,102,15,1416
5715,96,6,628
5716,200,3,95
5717,62,14,954
5718,129,13,847
5719,70,10,776
5720,165,13,1129
5721,96,14,1328
5722,145,13,1229
5723,92,12,1246
5724,185,14,1151
5725,229,10,828
5726,92,9,950
5727,151,9,988
5728,110,10,1258
5729,418,12,837
5730,48,10,925
5731,627,6,610
5732,385,5,630
5733,266,10,1069
5734,153,8,601
5735,33,14,1414
5736,275,11,635
5737,215,7,611
5738,401,11,832
5739,169,11,1015
5740,124,10,1262
5741,138,10,972
5742,92,8,559
5743,136,9,921
5744,137,12,1406
5745,153,4,203
5746,224,8,688
5747,172,8,945
5748,414,11,1349
5749,128,9,803
5750,353,7,840
5751,215,6,528
5752,179,9,780
5753,228,14,1177
5754,55,7,559
5755,184,9,796
5756,261,10,867
5757,163,9,1108
5758,185,9,949
5759,195,11,938
5760,191,10,838
5761,99,6,802
5762,300,11,811
5763,209,7,735
5764,266,14,1080
5765,57,9,903
5766,465,15,1558
5767,485,5,423
5768,181,9,930
5769,120,6,660
5770,187,10,955
5771,270,11,668
5772,229,8,623
5773,57,17,1872
5774,17,10,569
5775,18,11,1075
5776,212,7,504
5777,30,11,1095
5778,260,4,397
5779,406,7,562
5780,164,12,1327
5781,92,16,1427
5782,244,8,888
5783,181,9,824
5784,325,10,778
5785,96,6,465
5786,63,10,908
5787,36,14,1581
5788,167,6,588
5789,174,9,739
5790,547,12,951
5791,22,15,1308
5792,134,7,612
5793,166,9,757
5794,349,12,1205
5795,128,9,991
5796,178,11,1029
5797,75,10,761
5798,88,12,1096
5799,172,6,546
5800,373,6,634
5801,147,8,753
5802,186,10,1025
5803,451,4,389
5804,347,8,810
5805,304,12,1073
5806,256,12,1711
5807,119,10,890
5808,242,10,1146
5809,152,8,665
5810,345,5,284
5811,172,10,864
5812,51,14,1175
5813,224,11,649
5814,364,14,1120
5815,176,12,955
5816,94,11,843
5817,373,7,963
5818,365,7,614
5819,237,6,481
5820,260,9,621
5821,303,13,1395
5822,191,10,1021
5823,210,6,614
5824,139,10,846
5825,126,12,684
5826,22,11,978
5827,179,13,1330
5828,113,9,613
5829,174,8,915
5830,123,13,903
5831,365,6,509
5832,221,7,623
5833,160,12,880
5834,394,10,1087
5835,333,6,825
5836,60,14,1872
5837,269,4,415
5838,139,6,728
5839,356,8,705
5840,51,13,1318
5841,328,9,888
5842,70,11,832
5843,76,8,543
5844,177,12,951
5845,466,10,1261
5846,255,11,1143
5847,31,11,917
5848,389,7,542
5849,177,9,831
5850,364,6,678
5851,52,13,1206
5852,152,9,1057
5853,326,7,592
5854,76,13,1343
5855,355,9,773
5856,14,11,1371
5857,339,4,270
5858,80,11,1043
5859,38,9,1076
5860,186,13,1459
5861,7,10,1018
5862,142,6,762
5863,321,21,1651
5864,147,16,1448
5865,342,6,550
5866,193,10,913
5867,194,10,990
5868,63,13,1373
5869,83,8,805
5870,161,11,824
5871,33,11,1197
5872,7,11,1018
5873,413,8,750
5874,96,3,351
5875,200,11,1237
5876,340,12,1697
5877,15,14,1164
5878,460,11,963
5879,85,11,1294
5880,108,11,977
5881,342,4,288
5882,412,4,549
5883,406,10,1082
5884,452,11,871
5885,136,8,631
5886,95,15,1782
5887,123,13,962
5888,246,7,488
5889,163,13,1124
5890,169,13,1544
5891,706,3,287
5892,84,13,1398
5893,11,11,1306
5894,93,15,1310
5895,155,9,1055
5896,425,10,925
5897,637,3,191
5898,357,6,844
5899,122,10,895
5900,142,7,708
5901,178,8,896
5902,39,15,1637
5903,543,4,199
5904,72,9,824
5905,137,13,1036
5906,462,7,742
5907,180,14,1277
5908,85,13,1262
5909,352,7,694
5910,156,8,1181
5911,112,10,975
5912,395,6,564
5913,16,8,786
5914,162,5,421
5915,194,13,1171
5916,40,10,659
5917,191,13,1533
5918,632,6,523
5919,255,4,418
5920,120,10,1010
5921,57,11,706
5922,315,7,742
5923,146,12,1246
5924,201,10,912
5925,320,5,418
5926,119,13,1446
5927,62,12,1256
5928,264,7,803
5929,56,5,521
5930,108,18,2382
5931,139,13,1601
5932,60,9,682
5933,182,8,971
5934,185,8,610
5935,75,15,1651
5936,170,8,862
5937,45,13,1104
5938,97,13,1218
5939,256,10,1284
5940,69,8,844
5941,361,7,440
5942,325,11,901
5943,277,9,898
5944,422,4,368
5945,101,10,895
5946,20,10,771
5947,70,8,723
5948,213,16,1802
5949,172,13,1746
5950,73,12,1264
5951,184,9,1005
5952,222,15,1867
5953,138,8,763
5954,342,12,999
5955,75,14,1064
5956,109,8,1010
5957,361,12,1227
5958,114,12,1287
5959,40,7,794
5960,432,11,1052
5961,331,4,357
5962,73,11,1254
5963,114,9,647
5964,109,13,978
5965,34,10,940
5966,52,10,1145
5967,121,8,881
5968,164,12,935
5969,159,14,1402
5970,327,6,1030
5971,95,7,330
5972,306,14,1316
5973,320,9,1089
5974,52,10,1068
5975,208,9,913
5976,167,9,791
5977,83,10,1312
5978,67,16,1320
5979,46,7,1010
5980,71,12,930
5981,83,14,1594
5982,267,12,1256
5983,215,11,1131
5984,302,9,878
5985,136,7,628
5986,124,13,886
5987,504,15,1102
5988,116,10,1360
5989,93,7,781
5990,488,7,990
5991,148,7,629
5992,128,9,646
5993,240,9,409
5994,75,6,550
5995,201,8,626
5996,120,10,894
5997,227,14,1321
5998,55,15,1449
5999,72,13,1091
6000,111,12,1341
6001,105,12,1134
6002,78,5,335
6003,539,7,784
6004,137,11,665
6005,225,9,748
6006,13,14,1236
6007,198,12,885
6008,161,7,633
6009,373,9,654
6010,80,8,623
6011,24,9,1294
6012,170,10,1189
6013,206,6,615
6014,131,9,631
6015,517,7,891
6016,67,13,1045
6017,181,11,930
6018,228,8,606
6019,125,11,1099
6020,144,18,1835
6021,219,8,821
6022,151,18,1622
6023,130,12,846
6024,120,6,678
6025,195,8,821
6026,472,7,514
6027,278,9,701
6028,86,5,643
6029,142,12,1153
6030,299,8,737
6031,541,3,422
6032,288,13,1369
6033,189,14,1493
6034,109,10,673
6035,147,8,782
6036,41,7,659
6037,179,9,810
6038,10,6,778
6039,19,12,1059
6040,157,8,694
6041,111,12,1013
6042,370,9,978
6043,38,15,1322
6044,208,12,1332
6045,226,9,1335
6046,300,11,1041
6047,133,9,998
6048,147,10,1084
6049,142,11,1025
6050,196,15,1201
6051,133,6,848
6052,84,15,1446
6053,273,7,724
